TransactionID,BusinessID,TransactionDate,Amount_QAR,TransactionType,Status
TXN-1125438,9fda2fed-7145-4e53-99ed-a892dbb05508,2025-12-31,66322.25,Credit,Completed
TXN-7839789,9fda2fed-7145-4e53-99ed-a892dbb05508,2025-11-19,319359.14,Debit,Completed
TXN-1953692,9fda2fed-7145-4e53-99ed-a892dbb05508,2026-04-08,224072.81,Debit,Completed
TXN-6910184,9fda2fed-7145-4e53-99ed-a892dbb05508,2026-03-20,331910.52,Debit,Completed
TXN-2826525,9fda2fed-7145-4e53-99ed-a892dbb05508,2025-12-05,345891.89,Credit,Completed
TXN-7932667,9fda2fed-7145-4e53-99ed-a892dbb05508,2026-02-24,60403.3,Debit,Completed
TXN-4502626,9fda2fed-7145-4e53-99ed-a892dbb05508,2026-01-31,381495.73,Credit,Completed
TXN-5556766,9fda2fed-7145-4e53-99ed-a892dbb05508,2026-01-29,140527.56,Credit,Completed
TXN-9607009,9fda2fed-7145-4e53-99ed-a892dbb05508,2025-12-03,218812.19,Credit,Completed
TXN-3681206,9fda2fed-7145-4e53-99ed-a892dbb05508,2026-03-30,281153.43,Debit,Completed
TXN-3857281,9fda2fed-7145-4e53-99ed-a892dbb05508,2025-11-01,96822.09,Debit,Completed
TXN-3332214,9fda2fed-7145-4e53-99ed-a892dbb05508,2025-11-15,284137.37,Credit,Completed
TXN-3250397,9fda2fed-7145-4e53-99ed-a892dbb05508,2025-11-01,37408.12,Debit,Completed
TXN-9333648,9fda2fed-7145-4e53-99ed-a892dbb05508,2025-11-11,345228.68,Debit,Completed
TXN-5808163,9fda2fed-7145-4e53-99ed-a892dbb05508,2025-12-12,238155.16,Credit,Completed
TXN-4898190,9fda2fed-7145-4e53-99ed-a892dbb05508,2025-11-10,162570.13,Credit,Completed
TXN-9197590,9ff92798-ab50-49a6-b08f-e60035710ff0,2025-10-27,237809.16,Credit,Completed
TXN-3797921,9ff92798-ab50-49a6-b08f-e60035710ff0,2026-02-23,27813.59,Credit,Completed
TXN-6070414,9ff92798-ab50-49a6-b08f-e60035710ff0,2026-01-20,201396.26,Debit,Completed
TXN-4135812,9ff92798-ab50-49a6-b08f-e60035710ff0,2026-04-09,259581.35,Debit,Completed
TXN-2416842,9ff92798-ab50-49a6-b08f-e60035710ff0,2026-02-17,78786.4,Debit,Completed
TXN-5079441,9ff92798-ab50-49a6-b08f-e60035710ff0,2026-03-11,142214.16,Debit,Completed
TXN-7985945,9ff92798-ab50-49a6-b08f-e60035710ff0,2026-03-25,429840.56,Debit,Completed
TXN-2396436,9ff92798-ab50-49a6-b08f-e60035710ff0,2026-03-17,80927.26,Debit,Completed
TXN-5705815,9ff92798-ab50-49a6-b08f-e60035710ff0,2026-02-04,286930.04,Debit,Completed
TXN-3464722,9ff92798-ab50-49a6-b08f-e60035710ff0,2026-03-08,144054.65,Debit,Completed
TXN-2722907,9ff92798-ab50-49a6-b08f-e60035710ff0,2025-11-29,120898.55,Debit,Completed
TXN-7759291,9ff92798-ab50-49a6-b08f-e60035710ff0,2025-11-01,233476.89,Credit,Completed
TXN-4881857,9ff92798-ab50-49a6-b08f-e60035710ff0,2025-11-04,353358.8,Debit,Completed
TXN-9727148,9ff92798-ab50-49a6-b08f-e60035710ff0,2026-01-14,201701.21,Debit,Completed
TXN-5809479,9ff92798-ab50-49a6-b08f-e60035710ff0,2025-10-26,285715.2,Debit,Completed
TXN-5510784,9ff92798-ab50-49a6-b08f-e60035710ff0,2026-01-27,170128.44,Credit,Completed
TXN-4287093,9ff92798-ab50-49a6-b08f-e60035710ff0,2026-03-06,129379.41,Debit,Completed
TXN-4918949,9ff92798-ab50-49a6-b08f-e60035710ff0,2025-11-12,253097.33,Debit,Completed
TXN-1737954,9ff92798-ab50-49a6-b08f-e60035710ff0,2026-03-21,137416.84,Debit,Completed
TXN-8563493,9ff92798-ab50-49a6-b08f-e60035710ff0,2025-12-23,384861.38,Credit,Completed
TXN-5532688,863e913c-6dfd-42d7-8c2e-ae5cea927ca2,2026-01-31,18168.85,Credit,Completed
TXN-9811940,863e913c-6dfd-42d7-8c2e-ae5cea927ca2,2026-03-02,31373.37,Credit,Completed
TXN-9417944,863e913c-6dfd-42d7-8c2e-ae5cea927ca2,2025-11-21,16942.81,Debit,Completed
TXN-8242447,863e913c-6dfd-42d7-8c2e-ae5cea927ca2,2025-12-01,40120.92,Debit,Completed
TXN-2498339,863e913c-6dfd-42d7-8c2e-ae5cea927ca2,2026-02-07,37015.81,Debit,Completed
TXN-9941047,863e913c-6dfd-42d7-8c2e-ae5cea927ca2,2025-12-03,57929.95,Credit,Completed
TXN-8184872,863e913c-6dfd-42d7-8c2e-ae5cea927ca2,2026-03-25,27862.43,Debit,Completed
TXN-1762371,863e913c-6dfd-42d7-8c2e-ae5cea927ca2,2026-01-17,5241.41,Debit,Completed
TXN-7500785,863e913c-6dfd-42d7-8c2e-ae5cea927ca2,2026-01-02,10867.88,Credit,Completed
TXN-6668889,863e913c-6dfd-42d7-8c2e-ae5cea927ca2,2025-11-13,20325.1,Debit,Completed
TXN-6087692,863e913c-6dfd-42d7-8c2e-ae5cea927ca2,2026-01-31,45873.62,Debit,Completed
TXN-6318331,863e913c-6dfd-42d7-8c2e-ae5cea927ca2,2025-12-15,36981.71,Debit,Completed
TXN-4948401,863e913c-6dfd-42d7-8c2e-ae5cea927ca2,2025-10-24,6301.94,Credit,Completed
TXN-5876709,863e913c-6dfd-42d7-8c2e-ae5cea927ca2,2026-03-23,29149.28,Debit,Completed
TXN-6895725,863e913c-6dfd-42d7-8c2e-ae5cea927ca2,2026-03-02,41740.91,Credit,Completed
TXN-7728926,863e913c-6dfd-42d7-8c2e-ae5cea927ca2,2025-10-22,20306.37,Credit,Completed
TXN-2203920,863e913c-6dfd-42d7-8c2e-ae5cea927ca2,2026-01-02,35958.11,Credit,Failed
TXN-7928655,863e913c-6dfd-42d7-8c2e-ae5cea927ca2,2025-12-26,34830.42,Debit,Pending
TXN-4372863,863e913c-6dfd-42d7-8c2e-ae5cea927ca2,2026-01-17,7202.42,Credit,Completed
TXN-2349590,863e913c-6dfd-42d7-8c2e-ae5cea927ca2,2025-12-13,31158.8,Credit,Completed
TXN-6440107,0baad1f6-1d7b-4454-860b-3df6acdacd4f,2026-02-11,61263.64,Debit,Completed
TXN-4201473,0baad1f6-1d7b-4454-860b-3df6acdacd4f,2026-03-30,172566.61,Debit,Completed
TXN-2449991,0baad1f6-1d7b-4454-860b-3df6acdacd4f,2026-01-23,49035.58,Credit,Completed
TXN-8990001,0baad1f6-1d7b-4454-860b-3df6acdacd4f,2026-01-13,65041.75,Debit,Completed
TXN-6265481,0baad1f6-1d7b-4454-860b-3df6acdacd4f,2025-11-24,136228.3,Credit,Completed
TXN-6830395,0baad1f6-1d7b-4454-860b-3df6acdacd4f,2026-01-31,93256.97,Debit,Completed
TXN-8083610,0baad1f6-1d7b-4454-860b-3df6acdacd4f,2025-11-10,81330.52,Credit,Completed
TXN-6648393,0baad1f6-1d7b-4454-860b-3df6acdacd4f,2025-10-28,100610.51,Credit,Pending
TXN-8395873,0baad1f6-1d7b-4454-860b-3df6acdacd4f,2026-02-25,34122.81,Debit,Completed
TXN-8343728,0baad1f6-1d7b-4454-860b-3df6acdacd4f,2026-01-30,20640.59,Credit,Completed
TXN-2094316,0baad1f6-1d7b-4454-860b-3df6acdacd4f,2026-02-12,168806.68,Credit,Completed
TXN-1801849,0baad1f6-1d7b-4454-860b-3df6acdacd4f,2026-03-22,4361.45,Debit,Completed
TXN-9811785,0baad1f6-1d7b-4454-860b-3df6acdacd4f,2025-12-17,82874.81,Debit,Completed
TXN-4541815,0baad1f6-1d7b-4454-860b-3df6acdacd4f,2026-04-16,139757.2,Credit,Completed
TXN-6351826,0baad1f6-1d7b-4454-860b-3df6acdacd4f,2026-02-05,144593.25,Debit,Completed
TXN-7353300,0baad1f6-1d7b-4454-860b-3df6acdacd4f,2026-02-28,88933.77,Debit,Completed
TXN-7601457,0baad1f6-1d7b-4454-860b-3df6acdacd4f,2026-02-12,69906.24,Credit,Completed
TXN-7698541,0baad1f6-1d7b-4454-860b-3df6acdacd4f,2026-03-24,62810.74,Debit,Completed
TXN-3535394,0baad1f6-1d7b-4454-860b-3df6acdacd4f,2026-04-02,57054.16,Debit,Completed
TXN-1801955,0baad1f6-1d7b-4454-860b-3df6acdacd4f,2025-11-12,99409.1,Credit,Completed
TXN-1147745,a9b82faa-0010-4ec9-9e13-4bd5e57f5983,2026-04-14,19169.79,Credit,Completed
TXN-4314344,a9b82faa-0010-4ec9-9e13-4bd5e57f5983,2025-12-15,200834.49,Credit,Completed
TXN-3027320,a9b82faa-0010-4ec9-9e13-4bd5e57f5983,2026-03-06,122760.19,Credit,Completed
TXN-7330034,a9b82faa-0010-4ec9-9e13-4bd5e57f5983,2026-01-13,122247.03,Debit,Failed
TXN-8031845,a9b82faa-0010-4ec9-9e13-4bd5e57f5983,2026-04-01,230848.23,Credit,Completed
TXN-5623037,a9b82faa-0010-4ec9-9e13-4bd5e57f5983,2026-01-28,213210.13,Debit,Completed
TXN-9274125,a9b82faa-0010-4ec9-9e13-4bd5e57f5983,2026-02-22,53962.48,Debit,Completed
TXN-5999111,a9b82faa-0010-4ec9-9e13-4bd5e57f5983,2025-11-04,132967.1,Credit,Completed
TXN-5896799,a9b82faa-0010-4ec9-9e13-4bd5e57f5983,2026-03-30,209383.91,Debit,Completed
TXN-5445818,a9b82faa-0010-4ec9-9e13-4bd5e57f5983,2026-03-17,294508.99,Credit,Completed
TXN-7263998,a9b82faa-0010-4ec9-9e13-4bd5e57f5983,2025-12-09,225689.0,Debit,Completed
TXN-3485670,a9b82faa-0010-4ec9-9e13-4bd5e57f5983,2026-02-19,157298.08,Debit,Completed
TXN-1537977,a9b82faa-0010-4ec9-9e13-4bd5e57f5983,2026-04-04,136987.97,Credit,Completed
TXN-7637640,a9b82faa-0010-4ec9-9e13-4bd5e57f5983,2026-03-09,254737.75,Credit,Completed
TXN-5622580,a9b82faa-0010-4ec9-9e13-4bd5e57f5983,2025-10-22,200146.18,Debit,Completed
TXN-1708672,a9b82faa-0010-4ec9-9e13-4bd5e57f5983,2026-01-08,134305.0,Credit,Completed
TXN-5507167,a9b82faa-0010-4ec9-9e13-4bd5e57f5983,2026-01-23,111471.72,Credit,Completed
TXN-3887757,a9b82faa-0010-4ec9-9e13-4bd5e57f5983,2025-12-16,298216.48,Debit,Completed
TXN-3570115,a9b82faa-0010-4ec9-9e13-4bd5e57f5983,2025-12-17,336127.24,Credit,Completed
TXN-4819712,a9b82faa-0010-4ec9-9e13-4bd5e57f5983,2025-11-15,174018.99,Credit,Completed
TXN-3473199,08ef9660-065a-4efd-8b2d-a90e2b9e6c95,2025-12-22,249382.37,Debit,Completed
TXN-1125355,08ef9660-065a-4efd-8b2d-a90e2b9e6c95,2026-03-19,174842.01,Credit,Completed
TXN-7508856,08ef9660-065a-4efd-8b2d-a90e2b9e6c95,2025-12-30,276481.06,Credit,Completed
TXN-2881297,08ef9660-065a-4efd-8b2d-a90e2b9e6c95,2025-12-30,65323.91,Credit,Completed
TXN-1245300,08ef9660-065a-4efd-8b2d-a90e2b9e6c95,2026-01-02,168295.08,Debit,Completed
TXN-1154692,08ef9660-065a-4efd-8b2d-a90e2b9e6c95,2026-02-14,74166.79,Credit,Completed
TXN-9110129,08ef9660-065a-4efd-8b2d-a90e2b9e6c95,2026-02-08,333558.5,Credit,Completed
TXN-7789408,08ef9660-065a-4efd-8b2d-a90e2b9e6c95,2026-03-09,86453.3,Debit,Completed
TXN-2568146,08ef9660-065a-4efd-8b2d-a90e2b9e6c95,2026-02-24,163456.49,Credit,Completed
TXN-3871656,08ef9660-065a-4efd-8b2d-a90e2b9e6c95,2025-12-15,232870.73,Credit,Completed
TXN-3326729,08ef9660-065a-4efd-8b2d-a90e2b9e6c95,2025-11-05,217706.71,Debit,Completed
TXN-7139353,08ef9660-065a-4efd-8b2d-a90e2b9e6c95,2026-04-06,109278.36,Credit,Completed
TXN-1059778,08ef9660-065a-4efd-8b2d-a90e2b9e6c95,2025-10-29,381782.6,Debit,Completed
TXN-9910762,08ef9660-065a-4efd-8b2d-a90e2b9e6c95,2025-11-27,218340.04,Credit,Completed
TXN-9280083,08ef9660-065a-4efd-8b2d-a90e2b9e6c95,2025-11-29,226384.82,Debit,Completed
TXN-8632285,08ef9660-065a-4efd-8b2d-a90e2b9e6c95,2025-12-11,122321.5,Credit,Failed
TXN-4835598,08ef9660-065a-4efd-8b2d-a90e2b9e6c95,2025-11-15,328648.14,Debit,Completed
TXN-7721635,08ef9660-065a-4efd-8b2d-a90e2b9e6c95,2025-12-17,310491.05,Credit,Completed
TXN-7104128,08ef9660-065a-4efd-8b2d-a90e2b9e6c95,2026-01-10,183913.07,Credit,Completed
TXN-2822744,08ef9660-065a-4efd-8b2d-a90e2b9e6c95,2025-11-16,234572.01,Debit,Completed
TXN-5447395,826471e2-277e-4a0d-961b-6698230247b9,2026-01-10,180501.48,Debit,Completed
TXN-3514719,826471e2-277e-4a0d-961b-6698230247b9,2025-10-25,238489.32,Debit,Completed
TXN-3179441,826471e2-277e-4a0d-961b-6698230247b9,2025-11-15,108441.32,Debit,Completed
TXN-2834907,826471e2-277e-4a0d-961b-6698230247b9,2026-02-07,177526.11,Credit,Completed
TXN-4399752,826471e2-277e-4a0d-961b-6698230247b9,2026-03-23,192493.06,Debit,Completed
TXN-8081905,826471e2-277e-4a0d-961b-6698230247b9,2026-04-05,182699.11,Debit,Completed
TXN-2897951,826471e2-277e-4a0d-961b-6698230247b9,2026-04-17,124272.55,Credit,Completed
TXN-9200252,826471e2-277e-4a0d-961b-6698230247b9,2026-04-15,107856.34,Debit,Completed
TXN-5280650,826471e2-277e-4a0d-961b-6698230247b9,2025-11-04,229932.45,Debit,Completed
TXN-6519948,826471e2-277e-4a0d-961b-6698230247b9,2026-04-11,234196.6,Credit,Completed
TXN-9236781,826471e2-277e-4a0d-961b-6698230247b9,2025-10-27,173313.7,Debit,Completed
TXN-7766886,826471e2-277e-4a0d-961b-6698230247b9,2026-02-09,131821.09,Debit,Completed
TXN-2927716,826471e2-277e-4a0d-961b-6698230247b9,2026-03-05,286411.34,Debit,Completed
TXN-5893091,826471e2-277e-4a0d-961b-6698230247b9,2026-02-10,168344.66,Debit,Completed
TXN-7469723,826471e2-277e-4a0d-961b-6698230247b9,2025-11-06,138505.38,Credit,Completed
TXN-2137411,826471e2-277e-4a0d-961b-6698230247b9,2026-03-03,273067.15,Credit,Completed
TXN-6709635,826471e2-277e-4a0d-961b-6698230247b9,2026-02-25,143894.39,Debit,Completed
TXN-2315823,826471e2-277e-4a0d-961b-6698230247b9,2026-03-25,328838.56,Credit,Completed
TXN-1673812,826471e2-277e-4a0d-961b-6698230247b9,2026-02-05,171032.61,Debit,Completed
TXN-9161562,826471e2-277e-4a0d-961b-6698230247b9,2025-12-14,312059.71,Credit,Completed
TXN-2474620,0b18f2e4-6998-48aa-94bb-82d87a70f533,2025-12-21,146757.47,Debit,Completed
TXN-8421289,0b18f2e4-6998-48aa-94bb-82d87a70f533,2025-12-16,250177.89,Debit,Completed
TXN-5318420,0b18f2e4-6998-48aa-94bb-82d87a70f533,2025-12-19,298419.92,Credit,Completed
TXN-7514948,0b18f2e4-6998-48aa-94bb-82d87a70f533,2026-04-07,500.0,Debit,Completed
TXN-4891151,0b18f2e4-6998-48aa-94bb-82d87a70f533,2026-03-26,394976.22,Credit,Completed
TXN-9551795,0b18f2e4-6998-48aa-94bb-82d87a70f533,2026-02-08,84623.37,Credit,Completed
TXN-9556135,0b18f2e4-6998-48aa-94bb-82d87a70f533,2026-01-12,289748.36,Credit,Completed
TXN-7541600,0b18f2e4-6998-48aa-94bb-82d87a70f533,2026-03-26,284163.12,Credit,Completed
TXN-1990121,0b18f2e4-6998-48aa-94bb-82d87a70f533,2026-02-18,118822.03,Credit,Completed
TXN-7622766,0b18f2e4-6998-48aa-94bb-82d87a70f533,2026-02-23,166703.88,Credit,Completed
TXN-7870679,0b18f2e4-6998-48aa-94bb-82d87a70f533,2025-12-30,190937.6,Debit,Completed
TXN-5798793,0b18f2e4-6998-48aa-94bb-82d87a70f533,2026-04-05,216393.24,Debit,Completed
TXN-1484273,0b18f2e4-6998-48aa-94bb-82d87a70f533,2026-01-25,293585.75,Debit,Completed
TXN-6646895,0b18f2e4-6998-48aa-94bb-82d87a70f533,2026-04-14,171247.24,Credit,Completed
TXN-7852902,0b18f2e4-6998-48aa-94bb-82d87a70f533,2026-02-24,195725.76,Credit,Completed
TXN-6116934,0b18f2e4-6998-48aa-94bb-82d87a70f533,2025-12-16,233468.74,Credit,Completed
TXN-9425021,0b18f2e4-6998-48aa-94bb-82d87a70f533,2025-11-05,235519.24,Credit,Completed
TXN-5860319,0b18f2e4-6998-48aa-94bb-82d87a70f533,2025-11-14,278849.32,Credit,Completed
TXN-4381915,0b18f2e4-6998-48aa-94bb-82d87a70f533,2025-12-31,315909.23,Debit,Completed
TXN-4090930,0b18f2e4-6998-48aa-94bb-82d87a70f533,2026-02-04,207589.92,Credit,Completed
TXN-9913613,9b16450d-3704-458f-8d56-aebb03aab3ef,2026-03-25,88613.94,Debit,Completed
TXN-7360756,9b16450d-3704-458f-8d56-aebb03aab3ef,2026-04-11,64641.39,Credit,Completed
TXN-2493551,9b16450d-3704-458f-8d56-aebb03aab3ef,2026-03-04,65473.28,Credit,Failed
TXN-1680667,9b16450d-3704-458f-8d56-aebb03aab3ef,2026-02-12,111661.12,Debit,Completed
TXN-3014017,9b16450d-3704-458f-8d56-aebb03aab3ef,2026-01-04,64748.91,Debit,Completed
TXN-4649244,9b16450d-3704-458f-8d56-aebb03aab3ef,2025-12-25,127057.68,Credit,Completed
TXN-7182719,9b16450d-3704-458f-8d56-aebb03aab3ef,2025-11-28,68850.05,Credit,Completed
TXN-3059385,9b16450d-3704-458f-8d56-aebb03aab3ef,2026-02-03,52490.74,Debit,Completed
TXN-7562877,9b16450d-3704-458f-8d56-aebb03aab3ef,2025-12-07,130855.4,Credit,Completed
TXN-8656495,9b16450d-3704-458f-8d56-aebb03aab3ef,2026-03-21,23204.39,Credit,Completed
TXN-5970809,9b16450d-3704-458f-8d56-aebb03aab3ef,2026-01-28,500.0,Debit,Completed
TXN-1906450,9b16450d-3704-458f-8d56-aebb03aab3ef,2025-12-02,87509.31,Debit,Completed
TXN-1558981,9b16450d-3704-458f-8d56-aebb03aab3ef,2026-03-25,57397.7,Debit,Completed
TXN-4715929,9b16450d-3704-458f-8d56-aebb03aab3ef,2025-11-24,49761.82,Debit,Completed
TXN-2953341,9b16450d-3704-458f-8d56-aebb03aab3ef,2026-04-07,47513.84,Debit,Completed
TXN-6698618,9b16450d-3704-458f-8d56-aebb03aab3ef,2025-12-15,11383.33,Credit,Completed
TXN-7236893,9b16450d-3704-458f-8d56-aebb03aab3ef,2026-03-06,23831.55,Credit,Completed
TXN-7521689,9b16450d-3704-458f-8d56-aebb03aab3ef,2025-11-11,77120.77,Debit,Completed
TXN-5091685,9b16450d-3704-458f-8d56-aebb03aab3ef,2026-04-03,45071.1,Credit,Completed
TXN-5783725,9b16450d-3704-458f-8d56-aebb03aab3ef,2025-11-01,103812.26,Debit,Completed
TXN-3750025,b2ba5a71-efb9-4929-aae2-2490f238b857,2026-02-28,224142.25,Debit,Completed
TXN-8493971,b2ba5a71-efb9-4929-aae2-2490f238b857,2026-03-29,188111.31,Credit,Completed
TXN-8576126,b2ba5a71-efb9-4929-aae2-2490f238b857,2025-11-10,224119.35,Credit,Completed
TXN-8930221,b2ba5a71-efb9-4929-aae2-2490f238b857,2026-03-25,41510.91,Credit,Completed
TXN-3480017,b2ba5a71-efb9-4929-aae2-2490f238b857,2025-10-21,261722.32,Debit,Failed
TXN-4221131,b2ba5a71-efb9-4929-aae2-2490f238b857,2025-12-01,247040.01,Debit,Completed
TXN-8783874,b2ba5a71-efb9-4929-aae2-2490f238b857,2026-02-05,424407.9,Credit,Completed
TXN-1953122,b2ba5a71-efb9-4929-aae2-2490f238b857,2026-03-17,78567.61,Debit,Completed
TXN-2193982,b2ba5a71-efb9-4929-aae2-2490f238b857,2025-12-06,92357.17,Credit,Completed
TXN-7184377,b2ba5a71-efb9-4929-aae2-2490f238b857,2026-01-26,296965.22,Debit,Completed
TXN-5290697,b2ba5a71-efb9-4929-aae2-2490f238b857,2026-01-10,204588.28,Debit,Completed
TXN-2570889,b2ba5a71-efb9-4929-aae2-2490f238b857,2025-12-19,193048.25,Credit,Completed
TXN-6253974,b2ba5a71-efb9-4929-aae2-2490f238b857,2026-03-20,48938.17,Debit,Completed
TXN-3298756,b2ba5a71-efb9-4929-aae2-2490f238b857,2025-12-09,57371.69,Credit,Completed
TXN-8173877,b2ba5a71-efb9-4929-aae2-2490f238b857,2026-02-09,257713.58,Credit,Failed
TXN-4438780,b2ba5a71-efb9-4929-aae2-2490f238b857,2026-03-14,184858.97,Credit,Completed
TXN-3956151,b2ba5a71-efb9-4929-aae2-2490f238b857,2026-01-02,190899.88,Debit,Completed
TXN-1865256,b2ba5a71-efb9-4929-aae2-2490f238b857,2026-03-18,68984.39,Credit,Completed
TXN-8068931,b2ba5a71-efb9-4929-aae2-2490f238b857,2026-03-11,64782.64,Debit,Completed
TXN-8737777,b2ba5a71-efb9-4929-aae2-2490f238b857,2026-02-08,404074.28,Credit,Completed
TXN-2949902,a426809d-fa93-46ad-bb5d-94e75dcc1331,2025-10-31,197185.56,Debit,Completed
TXN-2761369,a426809d-fa93-46ad-bb5d-94e75dcc1331,2026-01-21,77584.66,Debit,Completed
TXN-8562160,a426809d-fa93-46ad-bb5d-94e75dcc1331,2025-12-24,108595.57,Credit,Completed
TXN-6188757,a426809d-fa93-46ad-bb5d-94e75dcc1331,2026-03-16,139600.81,Credit,Completed
TXN-7913744,a426809d-fa93-46ad-bb5d-94e75dcc1331,2026-02-24,30886.57,Debit,Completed
TXN-7767567,a426809d-fa93-46ad-bb5d-94e75dcc1331,2025-12-03,133095.16,Debit,Completed
TXN-2894554,a426809d-fa93-46ad-bb5d-94e75dcc1331,2026-01-15,70514.94,Debit,Completed
TXN-8748408,a426809d-fa93-46ad-bb5d-94e75dcc1331,2025-10-27,68832.94,Debit,Completed
TXN-3621158,a426809d-fa93-46ad-bb5d-94e75dcc1331,2025-12-11,90574.48,Credit,Completed
TXN-2534227,a426809d-fa93-46ad-bb5d-94e75dcc1331,2025-12-08,63277.1,Credit,Completed
TXN-5109070,a426809d-fa93-46ad-bb5d-94e75dcc1331,2026-01-11,97848.91,Credit,Completed
TXN-9740973,a426809d-fa93-46ad-bb5d-94e75dcc1331,2026-03-04,125170.87,Credit,Completed
TXN-8291916,a426809d-fa93-46ad-bb5d-94e75dcc1331,2025-11-24,131006.15,Credit,Completed
TXN-6917054,a426809d-fa93-46ad-bb5d-94e75dcc1331,2026-01-15,72826.32,Credit,Completed
TXN-1700033,a426809d-fa93-46ad-bb5d-94e75dcc1331,2025-11-19,129900.48,Debit,Completed
TXN-7882727,a426809d-fa93-46ad-bb5d-94e75dcc1331,2026-02-24,10810.21,Credit,Completed
TXN-1871535,a426809d-fa93-46ad-bb5d-94e75dcc1331,2025-12-18,58225.32,Credit,Completed
TXN-9885048,a426809d-fa93-46ad-bb5d-94e75dcc1331,2026-02-02,99722.2,Credit,Completed
TXN-1295599,a426809d-fa93-46ad-bb5d-94e75dcc1331,2025-11-06,157986.75,Debit,Completed
TXN-6826038,a426809d-fa93-46ad-bb5d-94e75dcc1331,2026-04-04,135381.11,Credit,Completed
TXN-2604243,acbb81e0-1eed-4474-bfeb-43fafb089c9b,2026-01-09,108069.17,Credit,Completed
TXN-8870907,acbb81e0-1eed-4474-bfeb-43fafb089c9b,2025-12-29,42294.46,Credit,Completed
TXN-1464310,acbb81e0-1eed-4474-bfeb-43fafb089c9b,2025-11-27,93778.35,Credit,Completed
TXN-7227952,acbb81e0-1eed-4474-bfeb-43fafb089c9b,2026-03-02,45430.01,Credit,Completed
TXN-6769049,acbb81e0-1eed-4474-bfeb-43fafb089c9b,2025-11-02,20181.04,Credit,Completed
TXN-7489759,acbb81e0-1eed-4474-bfeb-43fafb089c9b,2026-04-03,70032.57,Debit,Completed
TXN-2317621,acbb81e0-1eed-4474-bfeb-43fafb089c9b,2026-03-18,89011.51,Credit,Completed
TXN-3091013,acbb81e0-1eed-4474-bfeb-43fafb089c9b,2025-11-20,101941.29,Debit,Completed
TXN-5637370,acbb81e0-1eed-4474-bfeb-43fafb089c9b,2026-01-03,83693.15,Debit,Completed
TXN-4820888,acbb81e0-1eed-4474-bfeb-43fafb089c9b,2026-02-23,57750.83,Credit,Completed
TXN-7565269,acbb81e0-1eed-4474-bfeb-43fafb089c9b,2026-02-28,66718.61,Debit,Completed
TXN-6550560,acbb81e0-1eed-4474-bfeb-43fafb089c9b,2026-02-25,84989.59,Credit,Completed
TXN-8539769,acbb81e0-1eed-4474-bfeb-43fafb089c9b,2025-12-30,27992.08,Credit,Completed
